1.000000000000000000e+00,8.907006008701444655e-01
0.000000000000000000e+00,6.127562283045014969e-03
0.000000000000000000e+00,4.356730659621520924e-02
0.000000000000000000e+00,1.532118166628146649e-01
0.000000000000000000e+00,4.843283449403849167e-02
0.000000000000000000e+00,6.078957869069182562e-01
0.000000000000000000e+00,1.216045960958346550e-02
0.000000000000000000e+00,3.342832879488485953e-01
0.000000000000000000e+00,1.329735953684496900e-03
0.000000000000000000e+00,5.894000358082127772e-02
0.000000000000000000e+00,7.181401141125032250e-03
0.000000000000000000e+00,4.435086775147362714e-01
1.000000000000000000e+00,2.437025876393525761e-02
1.000000000000000000e+00,1.572025682957821704e-02
0.000000000000000000e+00,2.960428923749209851e-01
1.000000000000000000e+00,5.178863766173973371e-01
0.000000000000000000e+00,1.331609619931964708e-02
0.000000000000000000e+00,3.846695897925941302e-03
0.000000000000000000e+00,1.458990203638627636e-01
0.000000000000000000e+00,5.160296756771725994e-03
0.000000000000000000e+00,5.643554165823216201e-02
1.000000000000000000e+00,6.265319760505503321e-01
0.000000000000000000e+00,9.481542401159047395e-02
0.000000000000000000e+00,6.625338754141836539e-02
0.000000000000000000e+00,2.802332019962087365e-03
1.000000000000000000e+00,4.799239511376054423e-01
0.000000000000000000e+00,1.947746648509832840e-02
0.000000000000000000e+00,8.141760531751834895e-03
1.000000000000000000e+00,8.401541521418226521e-01
0.000000000000000000e+00,2.468243539406840548e-03
0.000000000000000000e+00,5.735142615706764063e-02
1.000000000000000000e+00,5.888594083163918302e-01
0.000000000000000000e+00,8.822532986532087562e-02
0.000000000000000000e+00,8.769698202897714678e-02
0.000000000000000000e+00,3.936098149313493888e-02
0.000000000000000000e+00,2.204469747619611231e-02
0.000000000000000000e+00,1.066002321514628176e-01
0.000000000000000000e+00,4.796981176377257405e-01
1.000000000000000000e+00,3.373720101772916813e-01
1.000000000000000000e+00,2.078038555340570581e-01
0.000000000000000000e+00,6.370624588419336876e-01
1.000000000000000000e+00,7.589667090220432177e-01
0.000000000000000000e+00,2.250833634784076692e-02
0.000000000000000000e+00,3.487567048117137022e-03
0.000000000000000000e+00,7.003760944203653999e-03
0.000000000000000000e+00,3.084817368762659551e-01
0.000000000000000000e+00,1.218423007098964374e-03
0.000000000000000000e+00,1.849728647361109993e-02
0.000000000000000000e+00,6.809861400326286951e-01
0.000000000000000000e+00,4.124335705108415906e-02
1.000000000000000000e+00,5.766287805112177423e-02
0.000000000000000000e+00,9.200561457932640921e-03
0.000000000000000000e+00,7.659345497070822739e-02
1.000000000000000000e+00,8.002457890168840349e-01
0.000000000000000000e+00,7.397508350441291125e-02
0.000000000000000000e+00,1.451462449593766968e-01
0.000000000000000000e+00,5.818946680583119563e-02
0.000000000000000000e+00,1.292959193895436114e-02
0.000000000000000000e+00,1.798169791548481777e-02
0.000000000000000000e+00,5.871249673858576490e-02
0.000000000000000000e+00,5.261914656562745318e-02
0.000000000000000000e+00,1.979639267132698652e-02
1.000000000000000000e+00,7.307194966132172231e-01
1.000000000000000000e+00,3.481640100053143838e-01
1.000000000000000000e+00,6.712217433915975695e-01
0.000000000000000000e+00,4.521861849040260256e-02
0.000000000000000000e+00,7.623673737051321619e-02
0.000000000000000000e+00,7.230454055452673577e-03
0.000000000000000000e+00,1.572831518863167799e-01
0.000000000000000000e+00,1.371375397056464294e-03
0.000000000000000000e+00,5.797319449845579620e-03
0.000000000000000000e+00,2.344983708082031548e-01
0.000000000000000000e+00,7.548187510502452069e-02
0.000000000000000000e+00,3.965674848371645266e-03
0.000000000000000000e+00,1.210147587831896659e-02
0.000000000000000000e+00,3.342446232936637212e-03
1.000000000000000000e+00,2.648394659682688501e-01
1.000000000000000000e+00,8.521636165979716848e-01
1.000000000000000000e+00,1.480855685353503204e-01
0.000000000000000000e+00,1.031799802216243692e-02
1.000000000000000000e+00,8.115433129878046881e-02
0.000000000000000000e+00,1.552911378326546007e-03
0.000000000000000000e+00,8.902544809578118168e-04
0.000000000000000000e+00,8.507705275996478231e-03
0.000000000000000000e+00,2.782201975535085643e-03
